business_id,categories
fEwQPh71AxcHjnyKMznOFA,"general dentistry, dentists, health & medical"
ssbvut8dheDwi_ydpn1KNA,"orthodontists, dentists, health & medical"
ZMHLXxYJl3zT8aWoBJgd2w,"general dentistry, endodontists, cosmetic dentists, pediatric dentists, health & medical, dentists"
DKisQLcNq7U5GV-Zo74yvA,"orthodontists, dentists, oral surgeons, health & medical, general dentistry"
FFDVQsANWK0uOvUszVIu3Q,"general dentistry, health & medical, dentists"
PoMAlVNsiy2j3Hx8Jg-cWw,"orthodontists, pediatric dentists, health & medical, dentists"
JOLYEaRIbI4KKdbh1poCyQ,"oral surgeons, orthodontists, health & medical, general dentistry, medical centers, dentists, cosmetic dentists"
P9gT0PMDa6eNamPIwBdqbA,"dentists, health & medical, endodontists, general dentistry, cosmetic dentists"
_x5SoaqBTn3fYtEhkAvZ8g,"health & medical, doctors, dentists, cosmetic dentists, general dentistry"
OguCd_XHlwh5gcs8XBLg7A,"general dentistry, dentists, health & medical"
LJOyeUuutxWbpuNGURbMtA,"cosmetic dentists, health & medical, general dentistry, dentists"
Qh-osCxC4Vduo7QFXhuyfg,"cosmetic dentists, orthodontists, dentists, health & medical, general dentistry"
X1yF0T4UqgCpnZ7T0FmuRA,"dental hygienists, periodontists, pediatric dentists, dentists, health & medical, cosmetic dentists, general dentistry, endodontists"
xatboulDuJGBK_255189hA,"cosmetic dentists, periodontists, teeth whitening, dentists, health & medical, endodontists, beauty & spas, general dentistry"
4mLeteMtS5HwXTgsxLGL5Q,"dentists, cosmetic dentists, health & medical, endodontists, general dentistry"
PKPbRP_omcWmUE8vkFlKtQ,"dentists, health & medical, general dentistry"
Zmw9EpZuTq2yQjZ0cwwYAA,"orthodontists, dentists, cosmetic dentists, general dentistry, health & medical"
SpAhG1_YhcYULPvAGAwWeg,"cosmetic dentists, dentists, health & medical, general dentistry"
Q6lbWRSMi-98j332iUuw6A,"health & medical, dentists, general dentistry, dental hygienists"
-IM_8ZQ1uxXXr_ASII9k3g,"health & medical, dentists, orthodontists, cosmetic dentists, general dentistry, periodontists"
TqhQczdAePE0VFnpidHh0g,"pediatric dentists, oral surgeons, general dentistry, dentists, health & medical"
rJAT0A_hP7l91FT00kixwg,"dentists, health & medical, cosmetic dentists"
ELxiPon1qYylk1TUdidpJA,"mobile dent repair, auto repair, automotive, body shops"
PcNoyeR7lyt3KbIyIICTuA,"health & medical, dentists, cosmetic dentists, general dentistry"
tMB_dSpCT65N9JhoBWZLNQ,"health & medical, orthodontists, general dentistry, dentists, cosmetic dentists, endodontists"
nj8dXXCqG1DEaTMrslnEzg,"cosmetic dentists, orthodontists, general dentistry, dentists, health & medical, oral surgeons, pediatric dentists"
8iwXYxhBpPHSrskQ-dlrBw,"dentists, cosmetic dentists, pediatric dentists, general dentistry, health & medical, orthodontists"
BQoxA0L22pkDlk_3v6NSDg,"health & medical, dentists"
9XmdLONcRk1CT0lpVrW6sA,"dentists, health & medical, pediatric dentists, general dentistry, cosmetic dentists"
V6misQfdsUMx-fxeaSwXNA,"pediatric dentists, dentists, health & medical, general dentistry, periodontists, cosmetic dentists"
IAIRxWiH-dW1GjNEl_uZUQ,"cosmetic dentists, oral surgeons, general dentistry, dentists, health & medical"
6pYMYYWJAcVlXGsuNQqHpg,"health & medical, general dentistry, endodontists, cosmetic dentists, dentists"
-A6iU1EJdtDr-APcJlP3yg,"cosmetic dentists, dentists, pediatric dentists, general dentistry, health & medical"
2lA73JWUYeBEwe7qoAQWyw,"dentists, cosmetic dentists, teeth whitening, cosmetics & beauty supply, shopping, beauty & spas, health & medical"
uRo5jQFMtN0V65snD9rbjA,"health & medical, orthodontists, dentists"
_VcZlT6hi5b7XD4jlZ6NIQ,"pediatric dentists, dentists, health & medical, general dentistry"
2Ib4m3BtCEMjghw7D8fFtQ,"dentists, health & medical, general dentistry"
HkyqOhjlOe0TOW-at73W7A,"cosmetic dentists, dentists, general dentistry, health & medical"
mH37UYUP1p9fr-NKZOjzvg,"health & medical, pediatric dentists, dentists"
iVD0KaXjwhGv-nnkIQ-JuQ,"dentists, cosmetic dentists, general dentistry, health & medical"
2vF7oK2oV4ZW5hh_sKhpUQ,"health & medical, dentists, general dentistry"
yE2idQeF_NAnp-Rbor-ANQ,"oral surgeons, health & medical, dentists, general dentistry"
i6kfjMK9eKlX428wZLL7bw,"dentists, orthodontists, health & medical, general dentistry"
YJG0ZJXlqi5hLQRrtr7r3g,"health & medical, cosmetic dentists, general dentistry, periodontists, dentists, endodontists"
TWBwBCuy0Ah4XfAQVj5MRA,"general dentistry, periodontists, pediatric dentists, cosmetic dentists, endodontists, health & medical, dentists"
aekQAlsH7DQIq2d-HZQXLA,"dentists, oral surgeons, periodontists, general dentistry, health & medical"
kPX8Dn1M3rC-zEewOrnNXg,"cosmetic dentists, health & medical, dentists, orthodontists"
s9NZVgkcKyCrXHZPfp_nsw,"dental hygienists, health & medical, general dentistry, dentists"
AhS5SUBYdYtsVDJ5ZgpV0g,"endodontists, dentists, health & medical"
C8bHvICkSFPzLj375QemNw,"health & medical, dentists, general dentistry"
in2GMo7ju5EN5U0RcaAVBw,"general dentistry, health & medical, cosmetic dentists, dentists"
cRMNvuxAvtbhcId_3vcqwA,"pediatric dentists, dentists, health & medical"
ydpWJB-CovKjn0di4U-vSQ,"cosmetic dentists, health & medical, general dentistry, orthodontists, dentists"
47mT4gCYbRjOpgVqTUc49w,"health & medical, dentists, cosmetic dentists, pediatric dentists, general dentistry"
v72RU1f-3PmHBsUsW0Pr3g,"oral surgeons, orthodontists, general dentistry, dentists, health & medical"
DE9Jogt1cmmtGDEjOOdrnA,"health & medical, dentists"
_ibgAcpsNbJOoJno97rG5g,"health & medical, orthodontists, dentists"
8Z0ioqnszXnQq5xWamJygA,"orthodontists, dentists, health & medical"
z7XuLXll87QuDjPO2QVMDg,"dentists, cosmetic dentists, health & medical, general dentistry, pediatric dentists"
KGwagjmXEp02AdbHaFRnzQ,"health & medical, dentists, general dentistry"
bVheGt4C_JHBW9gRSI0-LQ,"dentists, health & medical, dental hygienists, cosmetic dentists, general dentistry"
6cIXOFoQZhDxUgqxkrihhQ,"health & medical, dentists, orthodontists"
-TciPU2kqQzinL9umDg2Nw,"general dentistry, dentists, endodontists, pediatric dentists, health & medical, oral surgeons, cosmetic dentists, periodontists"
mfLYQarwTDV3mtsOLy_gsQ,"periodontists, cosmetic dentists, orthodontists, general dentistry, health & medical, dentists"
9K5v7vvCCiQ5KGRhFwBbCw,"dentists, orthodontists, health & medical"
jQrlQnJ9pOR57iiz8soSwA,"general dentistry, dentists, cosmetic dentists, health & medical, endodontists"
m_enCd9XLtDWMGSbxo0lgQ,"dentists, orthodontists, health & medical, general dentistry"
ZmWdw83I3hufXJJ2wD6NgQ,"cosmetic dentists, dentists, orthodontists, health & medical, general dentistry"
RquKvtV291SggD_ND2ILJA,"oral surgeons, health & medical, dentists"
VgDfMyQB1QbcqGJyurzvgw,"dentists, periodontists, cosmetic dentists, general dentistry, health & medical"
zFRYza4wZNbrrt2TPF-Uqg,"dentists, endodontists, general dentistry, health & medical"
SWBigveqqZXX-YF1cnlFqw,"general dentistry, dentists, health & medical"
dy6m45D3ekx1eSRjkI6Anw,"health & medical, dentists, orthodontists"
n_8suHvITWk-1qLhNefmag,"cosmetic dentists, medical centers, oral surgeons, dentists, general dentistry, health & medical"
6tvuz4JEp2udF1ic8oxZpg,"orthodontists, oral surgeons, dentists, general dentistry, health & medical"
24ASBsYjwEWEeHjocxF_Yw,"general dentistry, dentists, orthodontists, health & medical, cosmetic dentists"
iVMF1DxHmzOCJtYa8hfqYA,"health & medical, oral surgeons, cosmetic dentists, orthodontists, general dentistry, dentists"
GP7Vv24fdLJGzEqSgFTnsA,"prosthodontists, cosmetic dentists, dentists, health & medical"
i1nSa3FQfQgqVZP0iGEYqA,"cosmetic dentists, health & medical, periodontists, dentists, oral surgeons"
mLBFhXsXBRNAeZpnz0aqzQ,"dentists, oral surgeons, health & medical"
Y6xFl0NkwkjoLff6UGu1NA,"dentists, general dentistry, periodontists, health & medical"
3fTi3cxEnPCLSn-trfFVng,"health & medical, orthodontists, dentists"
lRg7jfcYXAciGmDSNKFJBA,"dentists, medical centers, urgent care, general dentistry, health & medical, doctors"
8lNP73Txw2ZCGQ-Q1ogPpg,"health & medical, dentists, pediatric dentists"
feKIF1ojvMhxplLpO2Hb4w,"health & medical, general dentistry, dentists"
BhYnGc3Zd-ITtUTzMOxIZw,"dentists, periodontists, dental hygienists, health & medical, general dentistry"
Pq-26piakLfJymJc5ZHTQw,"health & medical, dentists, orthodontists, oral surgeons"
Njc-9JiaOu1EmRiOKCQ4Vg,"dentists, cosmetic dentists, general dentistry, health & medical"
daT5Yq5x2ci7dn2oHtsTkQ,"dentists, pediatric dentists, general dentistry, health & medical, periodontists"
Vxwjn6R3eWx7imdPGKvBiA,"health & medical, orthodontists, dentists"
i4Ib_zLQEnpAa_eVI3SO1A,"health & medical, cosmetic dentists, general dentistry, orthodontists, dentists"
5ewvPqDnOjd7K4TIf7e3VQ,"health & medical, dental hygienists, dentists, cosmetic dentists, general dentistry, orthodontists"
kdnZ2ObhQghN0O8ZaQk-vQ,"health & medical, general dentistry, pediatric dentists, cosmetic dentists, dentists"
dhLoYoTM7_h5iXi61cbAYg,"pediatric dentists, dentists, orthodontists, general dentistry, health & medical"
ZTBAsrRIyR1sJjQbjB-73g,"periodontists, cosmetic dentists, dentists, health & medical, general dentistry, endodontists"
NaLn5qKj7Y3QLQj879csRA,"health & medical, cosmetic dentists, general dentistry, dentists, orthodontists, periodontists, pediatric dentists"
mdpA_D1lwFFpgdXr1PtfpA,"pediatric dentists, general dentistry, health & medical, cosmetic dentists, dentists"
wv-AdPDhEGyodx6hIvr15g,"general dentistry, dentists, health & medical"
MyWENlEdMVBdaaama4d7pg,"pediatric dentists, diagnostic imaging, health & medical, diagnostic services, dentists, orthodontists, general dentistry"
SWmMYnpRV1aq0aaDWPt4zw,"dentists, orthodontists, health & medical, cosmetic dentists"
_eXvlb7nQOfdIS9eb1t1gw,"dentists, general dentistry, health & medical, cosmetic dentists"
xpb8eVVK2kXRudcfp-yh1Q,"health & medical, orthodontists, dentists"
-AaP3LAwMldM3IDYbxoS9g,"oral surgeons, cosmetic dentists, endodontists, teeth whitening, general dentistry, health & medical, dentists, beauty & spas"
85KnjZ8AXc1YRv0qb1VTDA,"dentists, health & medical"
f7-VuUFb0FRP44KuQQ3ysw,"dentists, general dentistry, health & medical"
IZ0cpLg7wAgmiBuYSjcHdw,"dentists, health & medical, general dentistry"
tT5a_v2lm3cyWI_sAWTQRg,"health & medical, doctors, endodontists, cosmetic dentists, dentists, oral surgeons, general dentistry"
e1OCsZac-ZdJ6fRckxyI9w,"dentists, health & medical, general dentistry"
gMWmx_0qH5JWqDVPhPMs3A,"dentists, health & medical, general dentistry, cosmetic dentists, endodontists"
FcOZ3yL1wRraI18NPsljew,"endodontists, health & medical, dentists"
hX27fk0DIFjbDiB9mdPnIg,"dentists, health & medical, cosmetic dentists, general dentistry, oral surgeons"
frbV__HRwkqifyWQJpEsJQ,"general dentistry, health & medical, dentists, cosmetic dentists"
wWLyM_8ipXXFh90R0Y4CUQ,"dentists, orthodontists, cosmetic dentists, health & medical, general dentistry"
IpyUNDefY9SoynytY3WTtQ,"cosmetic dentists, periodontists, general dentistry, endodontists, health & medical, orthodontists, dentists"
B4gPncqf6AQmn609_SiFgQ,"general dentistry, cosmetic dentists, periodontists, dentists, health & medical, orthodontists"
RBxjXB7TJ5REc-msNuN2YA,"general dentistry, oral surgeons, cosmetic dentists, dentists, endodontists, health & medical, orthodontists"
Mdaeu8ub8H0YW7zi_1Ox0Q,"health & medical, dentists, general dentistry"
Muvwt84VKxJtcCAfhyB0jQ,"medical centers, cosmetic dentists, pediatric dentists, general dentistry, oral surgeons, health & medical, dentists"
jkqSUjv8qTvTJQKOPeLxMA,"cosmetic dentists, health & medical, general dentistry, dentists"
kZgrk1MvSmUOnznXLm7VAA,"cosmetic dentists, health & medical, dentists, general dentistry, orthodontists"
wnW-cJYMl7FoEuXKSL0gTA,"dentists, health & medical, general dentistry"
3p4RKoGfk1CYXAQAt4vPpg,"general dentistry, health & medical, dental hygienists, dentists, cosmetic dentists, endodontists"
gvDDNm3aT3UL-1WAifjxiQ,"cosmetic dentists, periodontists, oral surgeons, orthodontists, dentists, health & medical"
0Hr7ouffQRik5ee6uCHDww,"dentists, health & medical, general dentistry"
8syxH94m3G7t6hsR01PK_A,"dentists, oral surgeons, general dentistry, health & medical, endodontists"
hD2MtmnZ20q_PCpEMcwghA,"health & medical, general dentistry, cosmetic dentists, dentists"
lNFn72JQMpqXTxNPXCi40w,"orthodontists, dentists, general dentistry, health & medical, cosmetic dentists, endodontists"
m39j-tzsXQi2jqre6Og6sQ,"health & medical, general dentistry, cosmetic dentists, oral surgeons, dentists"
FUFrBIHOdFXTLzD3_JL1vQ,"health & medical, dentists, general dentistry, cosmetic dentists"
A_IRHFdrYzLJApZalxUBOA,"dentists, health & medical"
QEX1Y8tZ7EyaN06XATQRlw,"general dentistry, cosmetic dentists, health & medical, dentists"
HJTHIsTT5SXgLvkEo8UnoA,"health & medical, oral surgeons, dentists, general dentistry, cosmetic dentists"
O2FoydOv6imEFQujhYy7nQ,"endodontists, cosmetic dentists, dentists, general dentistry, health & medical"
MgjzUply6s_f4UJPJTW3vA,"dentists, cosmetic dentists, health & medical, general dentistry"
vOhVtIcMV2BqIki4dSpsnQ,"pediatric dentists, health & medical, general dentistry, cosmetic dentists, orthodontists, dentists, endodontists, oral surgeons"
0DDfkiF5FJ1ano57SHQD_Q,"dentists, general dentistry, health & medical"
11mQ8rlBU9353kqHJW-akg,"oral surgeons, general dentistry, dentists, health & medical, cosmetic dentists"
irTrNx2Z3hShhdXiD6O1gA,"orthodontists, general dentistry, endodontists, health & medical, cosmetic dentists, medical centers, dentists"
WpIAtRP-0X5E0cwAXJEXNQ,"orthodontists, cosmetic dentists, periodontists, health & medical, general dentistry, dentists"
eceMxN4648Ez6th5AWZxJQ,"health & medical, cosmetic dentists, general dentistry, periodontists, dentists"
4TxeyGBRxdoy2590ArQ2cw,"health & medical, dentists, general dentistry, cosmetic dentists, endodontists"
dkXHjc0sBkPXB_1Kje8NkQ,"general dentistry, pediatric dentists, dentists, health & medical"
vjaPmraVVDx6f2Vv-ptuAw,"cosmetic dentists, health & medical, general dentistry, dentists"
u7g756gamnofhMFOEc3_1w,"dentists, health & medical, general dentistry"
JW0kZbTvQQNZ-wD6KmFTwQ,"cosmetic dentists, health & medical, general dentistry, dentists, oral surgeons"
pYMi77GHYH-Cy_hhUaRFXg,"dentists, health & medical"
ZeL9aqJJh_I-kAO7a9pvQg,"health & medical, general dentistry, dentists"
DvzhDh9nsVfdgYU-9kqJdQ,"pediatric dentists, orthodontists, health & medical, dentists"
U3kKNfGwVFX0y4Cpha7X_A,"health & medical, general dentistry, dentists"
HOc0or4N5bA_36S8vmAMag,"general dentistry, dentists, health & medical"
880Sd5RZT0-V2sdJtofwaQ,"cosmetic dentists, dentists, general dentistry, oral surgeons, health & medical"
ecu6vyDE-ninSu3zp0kuhA,"dental hygienists, health & medical, dentists, general dentistry"
ZhVkwO9hmkPXo_JaXRD9fQ,"general dentistry, dentists, health & medical"
tTLwzfTdxVJ9ULmWfN9iBg,"general dentistry, dentists, health & medical"
scyzFE_1028TmYpOkB9OMg,"general dentistry, endodontists, dentists, health & medical, cosmetic dentists"
pcPIlmtbzkR-njOQ_C52rg,"dentists, cosmetic dentists, orthodontists, general dentistry, pediatric dentists, health & medical"
eTvP1TnXFI_P4ekuDiuhsA,"dentists, cosmetic dentists, periodontists, health & medical, general dentistry, orthodontists"
RU5QchDRz6FrTuqajIEglA,"health & medical, dentists, general dentistry"
vm6ZtGS9ZNwniXUeGjk5JQ,"health & medical, dentists, general dentistry"
NyLNMuhqs2DhT3c21byCRA,"dentists, pediatric dentists, oral surgeons, orthodontists, general dentistry, cosmetic dentists, health & medical"
SaLl_Yai_hrPCGd5QU7kKg,"pediatric dentists, health & medical, general dentistry, cosmetic dentists, dentists, oral surgeons"
pARuZsNO5VtGbiejYUt0Ug,"dentists, periodontists, health & medical, cosmetic dentists, general dentistry"
MTfJNFG2dP1dX_yD1AgQAA,"periodontists, orthodontists, general dentistry, health & medical, cosmetic dentists, endodontists, dentists, oral surgeons"
fuEm_7Qtt12jbo7KgxuZmg,"dentists, pediatric dentists, health & medical, general dentistry, cosmetic dentists"
2lEzcue-f67SMPSVPog3sA,"orthodontists, health & medical, dentists"
yEfkNV4IJ5pk2kwzShUDAw,"health & medical, dentists, pediatric dentists"
WllBAxQd6w3EZHYNOKRoMw,"dentists, oral surgeons, health & medical, orthodontists, cosmetic dentists, general dentistry"
qrof0W4zWkx4JbArLTyrzg,"health & medical, general dentistry, dentists"
OL4LDjUh7jkLMIaJvdKpow,"cosmetic dentists, pediatric dentists, health & medical, endodontists, dentists, general dentistry"
SrSSyO3hidqNLArEr-sgJw,"cosmetic dentists, orthodontists, dentists, health & medical, general dentistry"
Bh92WpF0R4_V6Bmtu5Ll2Q,"doctors, laser hair removal, cosmetic surgeons, health & medical, medical spas, hair removal, beauty & spas, dentists, skin care, general dentistry"
-ePLgQ_afOTW1STxD-2RIA,"dentists, periodontists, health & medical, general dentistry, cosmetic dentists"
IzMyaVVzcoUcykHRUvjx1w,"cosmetic dentists, health & medical, endodontists, dentists, general dentistry, oral surgeons"
kgmmFwrwictFsDqT42Lxxw,"health & medical, dentists, general dentistry"
p3Bm-m-crbxrM4rl9ooy3g,"mobile dent repair, automotive, body shops, motorcycle repair"
VeXY5kZdxqunyAl8zr5jkA,"cosmetic dentists, dentists, health & medical"
uHqo3hG_RoDBdFBgmw1pIw,"health & medical, general dentistry, dentists"
G_74dYLjWMDyU2kK94vhFQ,"health & medical, orthodontists, dentists"
lQ3nZ1erF8C3yitjkVk5kA,"dentists, orthodontists, health & medical"
E626TM8-_3v7mPjnbYj2Kw,"cosmetic dentists, general dentistry, orthodontists, dentists, health & medical"
Ib94a6f3G6kPOgUc9xqw6A,"orthodontists, general dentistry, dentists, cosmetic dentists, health & medical, endodontists"
jeBFOWXyh5PH-cUI4ZMo6Q,"general dentistry, health & medical, cosmetic dentists, dentists, oral surgeons"
MSLyRZ8TfQh-9r-Inkq4kw,"dentists, health & medical, general dentistry"
7Pd-L5izdcQNhwz4o3HUaA,"health & medical, dentists, cosmetic dentists, oral surgeons, general dentistry"
4lpsDd9CuMxRX50Sj7qpcA,"dentists, health & medical, cosmetic dentists, periodontists, general dentistry"
OY09jYvcTpIpJ4gFGH8ZBA,"general dentistry, health & medical, dentists, endodontists, orthodontists, cosmetic dentists"
g9FU_SE8l08sjnmV8KgKVg,"health & medical, cosmetic dentists, dentists, general dentistry"
0RYRAcN2q98i9mYmPFISrg,"health & medical, general dentistry, dentists"
uo_I8vvoqqPA6JuzM0Q07A,"general dentistry, orthodontists, health & medical, pediatric dentists, dentists"
-WDTR5MkTxCzyo2r4nRqTA,"health & medical, cosmetic dentists, dentists, general dentistry, oral surgeons"
Z9AJNQoqQ1azetpCFPGDbQ,"health & medical, dentists, general dentistry"
T1YRyoZs5rXGNYq3fX34eg,"health & medical, pediatric dentists, general dentistry, cosmetic dentists, periodontists, dentists"
vdRLhoCFkQk_sN24dT14OA,"orthodontists, cosmetic dentists, health & medical, general dentistry, endodontists, dentists"
KMHYSb1VLfUr6S3Hryp3Qw,"health & medical, cosmetic dentists, dentists, general dentistry"
dF9WrKahOrHATAHCm5ITLw,"dentists, orthodontists, health & medical"
rITfn--tcngFvuzpNwgilg,"cosmetic dentists, health & medical, dentists, general dentistry"
IwNjsMQr_aPAqIexEV67Sg,"pediatric dentists, dentists, health & medical"
aLV95r75ZlT6dgRC57WNrw,"dentists, general dentistry, health & medical, cosmetic dentists, oral surgeons"
