business_id,cool,date,funny,review_id,stars,useful,user_id
YTbKmjGTdn4YzoJXTC1u7g,0,3/16/2016,0,7Tai8P6zdnhk7NgcXxM79w,3,1,0pf5VuzE4_1pwj5NJHG5TQ
CtI7MMRF-arzGJxA1nJccQ,0,6/18/2016,0,_03MY3VpWImsHHmDdll0Mw,4,0,0pf5VuzE4_1pwj5NJHG5TQ
F9cXFXk60E2sz_YTSCFp_Q,0,6/18/2016,0,tVUDpVAL1eb9BxUwRgJzyA,3,0,0pf5VuzE4_1pwj5NJHG5TQ
OX0T9dWI8b7meu-ljTo22A,0,5/1/2016,0,oz66Z8p9Etq0WbcZVCmm7w,5,0,0pf5VuzE4_1pwj5NJHG5TQ
px0VdZdyTaclveb1LfV6rA,0,7/9/2016,0,#NAME?,5,0,0pf5VuzE4_1pwj5NJHG5TQ
e9UsRb-fmza5ukU8Ftduew,1,7/2/2016,1,w78rEDYoPU_PVklmfBsOWA,2,1,0pf5VuzE4_1pwj5NJHG5TQ
nUaLFTfUqVKMFQonsWBnag,0,6/11/2016,0,RVO0dQJvBv33qNU1HBtBbw,4,1,0pf5VuzE4_1pwj5NJHG5TQ
#NAME?,0,6/18/2016,0,AxxtdHRnNQMFruSwUDc5jg,3,0,0pf5VuzE4_1pwj5NJHG5TQ
1VKjDpPJdVoiRc8I9f7U9g,0,6/11/2016,0,eqZvEzaSd_JtWe3oiamjxA,2,1,0pf5VuzE4_1pwj5NJHG5TQ
6D4L8YpkhAh_YwaLmhoMNg,0,7/30/2016,0,oPCIErB6vr6cwWOrG9pQhQ,3,1,0pf5VuzE4_1pwj5NJHG5TQ
7m1Oa1VYV98UUuo_6i0EZg,0,5/22/2016,1,iJmz50_PKFNydHNK9uV86g,5,0,0pf5VuzE4_1pwj5NJHG5TQ
SVMR0kRmdd-bbSNTTECJBA,0,3/6/2016,1,oyhOp2Eu7A9rsnmoV0VFgA,5,0,0pf5VuzE4_1pwj5NJHG5TQ
QVYyTgJFz7lcMv31ZmghGg,0,6/9/2016,0,EbfUnzwP3slrrjUpQbwVkQ,3,0,0pf5VuzE4_1pwj5NJHG5TQ
00liP5s4IKsq97EH4Cc0Tw,0,6/9/2016,0,_5VXSwUzadZzLdoxWOyB1Q,3,0,0pf5VuzE4_1pwj5NJHG5TQ
lqCJiHlxzRpuYt-u_XQUvg,0,3/6/2016,1,kl2nojmhZ-mMS4eoYwPlMQ,4,0,0pf5VuzE4_1pwj5NJHG5TQ
Szcr-yMxq76zRaSTUapAcw,0,5/8/2016,1,Uz82v126_1P-lyJOTnss3g,3,0,0pf5VuzE4_1pwj5NJHG5TQ
mDNh9K4eOIfjiZb1DlV88A,0,5/21/2016,1,Yzm3LplnjLKdzFsmwYZDNA,4,0,0pf5VuzE4_1pwj5NJHG5TQ
vrGwjE59kp6Yh_ZlkflD-w,0,5/29/2016,0,P_Myaojw2d7nnfMWnK7rIQ,5,0,0pf5VuzE4_1pwj5NJHG5TQ
BNzcfz3jmBo_1wUB5YIsXg,0,6/24/2016,0,jn1TW-3BHb2_VMIs37EO8w,4,0,0pf5VuzE4_1pwj5NJHG5TQ
9E1q2uEMd881wnruicNTUA,0,7/2/2016,0,stokm3Fv449kbLHn3RWHDg,3,0,0pf5VuzE4_1pwj5NJHG5TQ
VfX7rhtX03yNg56ISz8gVQ,0,6/8/2016,0,XIZeDNZdGnPvq6gGlqqACQ,4,0,0pf5VuzE4_1pwj5NJHG5TQ
8-su-O_330PebTOp60RILQ,0,5/29/2016,0,2oyJN3jhYTejEmk1OUpK2g,5,0,0pf5VuzE4_1pwj5NJHG5TQ
bCh7vrbbxSKx0mtZnOvQoQ,0,3/6/2016,0,oaFZojSJtvx-P3AR7lD8tw,4,0,0pf5VuzE4_1pwj5NJHG5TQ
szhJLmdLDVFTevm8fu0T4A,0,5/1/2016,0,8k2WpYJFfsPL3kupmvGjWA,5,0,0pf5VuzE4_1pwj5NJHG5TQ
brVIRXT4AubkUbe6P-NAAA,0,5/1/2016,0,IRw-bVzY_9ASqmeDLzXPig,3,3,0pf5VuzE4_1pwj5NJHG5TQ
SvlTuwslYKdqvqWtDe2dgA,1,1/22/2017,1,a6j2K8RuxCsg_fZ3El9PXA,1,1,0pf5VuzE4_1pwj5NJHG5TQ
qwy9xdDuCwaVf8r-Wjx5ig,0,6/11/2016,0,H5Kn3qdB2g1x44wC-tAI3Q,4,0,0pf5VuzE4_1pwj5NJHG5TQ
iO3GuIiZxzv-iETGVnoeVA,0,11/6/2016,0,RW_mYzHYfdqn6g7xVgIcKg,4,0,0pf5VuzE4_1pwj5NJHG5TQ
Wc9UpJhOcdSj7olZkz7SJA,0,4/11/2016,0,dbfzieXNqQLsZjE7BSRZXg,3,6,0pf5VuzE4_1pwj5NJHG5TQ
XGLGvB8S6-Anmt7gZkPLkQ,0,6/18/2016,0,r0dp0LMAnhzQDoSN3tleBw,1,0,0pf5VuzE4_1pwj5NJHG5TQ
U3O8l_wmzdeckbhHpuRWCg,0,4/15/2016,0,RQOTIx7trAfWisP3rsc51A,4,1,0pf5VuzE4_1pwj5NJHG5TQ
hkmaUwfNQtFAJFpxYOHBkg,0,6/25/2016,0,CoHYq55xz39csjfDH3hbOQ,5,0,0pf5VuzE4_1pwj5NJHG5TQ
yz3KtngrF2PQrif8JW7gdw,0,5/28/2016,0,SLA1YP9doUc8h-6Kd34QmA,1,1,0pf5VuzE4_1pwj5NJHG5TQ
ZmLYXTXXrrIA9qMx8rVsTA,0,7/9/2016,0,gPlo1VYWzt6jp4u2mzVzsg,3,0,0pf5VuzE4_1pwj5NJHG5TQ
RkXZ4Gx6SHmSMe_R9c1Dcw,0,5/29/2016,0,AMGQSX4_VdyhW7uGX-26rw,3,0,0pf5VuzE4_1pwj5NJHG5TQ
ikTlMObBu3aI4xNmE9X4mA,0,6/18/2016,0,oE8Mi_bvAkER0TeJa8RlOw,4,1,0pf5VuzE4_1pwj5NJHG5TQ
T2XdzAcj0M_kBD9_BHfZlw,0,5/8/2016,0,qxPiEGIHy5xyVy78avH5Rg,4,1,0pf5VuzE4_1pwj5NJHG5TQ
a58ItFHWoVwVWDqSH_9bEw,0,7/30/2016,0,ozsPsDFRmha9HH-nVVfilg,5,0,0pf5VuzE4_1pwj5NJHG5TQ
fbLYRHIZAt3q839whhaBUg,0,3/6/2016,0,k35JcHzHaXwEAEEqan-TaQ,3,0,0pf5VuzE4_1pwj5NJHG5TQ
K1rAToLggkTvjRz46IU-Tg,0,6/19/2016,4,AGBMkc677SGy4q4RbG1NAg,2,4,0pf5VuzE4_1pwj5NJHG5TQ
A2pHOVp0zh7grb1bbZxoBQ,0,6/13/2016,0,JvCsQXCkTkybpkJd8oSimw,4,0,0pf5VuzE4_1pwj5NJHG5TQ
gxEkxkqQrrK62DJnXxXDLg,0,3/6/2016,0,tTc81A4aHV4DDtkFVG8RNw,3,0,0pf5VuzE4_1pwj5NJHG5TQ
EH3yMY64M0AQNpPj3EERWQ,1,1/22/2017,0,spH5FCYkWPHWYVvzt1M_Gw,5,1,SSJtjZhaImLTtUkjREYSog
3I23nQZ6k6U2G1NKpTpfhA,0,6/9/2013,0,202H71EF9UnErHrX3fAipA,5,2,AYYKxiTdfsPIOBo3MqfAUg
qdx6pWIoBposH9tPph2h9w,0,7/25/2013,0,mnh4yY2_jIupURg1r_8pXw,1,9,AYYKxiTdfsPIOBo3MqfAUg
AtbXj3Rg1GF6Dj5zu6KCDg,0,10/11/2012,0,q6ij-nz5d_hvdjuelho1pQ,5,0,WnM2AmNIint5b5f688nmPg
uanCi4OGc1mHLGl_AT4JhQ,0,4/4/2016,1,Am8VMrPYMl9WGCpA4ji-gg,1,0,ndEeYBva8wU1N_vzfvOhEQ
faPVqws-x-5k2CQKDNtHxw,0,3/25/2015,2,QHueaxKHuBpbDOkWb0Cyfw,1,2,0AIj432MvowwghnpurtP-Q
6tSvz_21BMo3a4GaItwa0g,0,4/8/2017,0,66FSK2J1uHJqVI1Z8QiFGw,4,0,Yy_iGXxLpL6tYDQoE-6XVg
#NAME?,0,3/22/2017,0,smfJ-FC5iokX7AbGbTMD4Q,3,0,Yy_iGXxLpL6tYDQoE-6XVg
XiN6fI8I3Mzg2nPRJ9ukRQ,0,9/17/2017,0,1QR6BgzXhpo7ngGEw-BW4w,5,0,Yy_iGXxLpL6tYDQoE-6XVg
U2eT17Pf0LQTPGMXN9idxA,0,3/10/2017,0,gh5kRC3s_77jZBUo1Ctw_g,1,5,Yy_iGXxLpL6tYDQoE-6XVg
BEtgRzNeXGAf0uQ-HuSyfA,0,1/30/2017,0,uXoexzu7jA3U0qoR5M6opA,5,1,Yy_iGXxLpL6tYDQoE-6XVg
7wHLFohwCw8l6WS-feLjeg,1,4/5/2017,0,5k9F53Lanw09xR3nwCdRYg,5,1,Yy_iGXxLpL6tYDQoE-6XVg
ixAh9crILnJ9tM8LhWFhkw,0,4/5/2017,0,Fv1cqziL1JShSztJWYkTcA,4,0,Yy_iGXxLpL6tYDQoE-6XVg
aQ222ydz_GSRZV66xNt4kQ,0,4/9/2017,1,AxhxGl41DItKjqkzYtr53Q,1,1,Yy_iGXxLpL6tYDQoE-6XVg
owLBKLyHe85xPba24bmZRw,0,1/23/2016,0,lAyATpsxALW9owlSKhSozA,5,0,Yy_iGXxLpL6tYDQoE-6XVg
s3i73_ttk_F33AEdqMr18g,0,1/31/2017,0,_qIXejLYgWGYYtcGcMw1eg,3,0,Yy_iGXxLpL6tYDQoE-6XVg
VmspRdKauEargr8YX1oL-Q,0,4/10/2017,0,5sXSVB7QiNx87XkhNSs01A,5,0,Yy_iGXxLpL6tYDQoE-6XVg
pR9HHzbUdZ0Gt80_3NmmQw,0,8/5/2016,0,sJybnuOiOY9yb3WwdQuTTA,5,0,Yy_iGXxLpL6tYDQoE-6XVg
xqbvqZHNyj2qExHdizzd0w,0,4/10/2017,0,BC2-Mup-2YPJPpcihNoa9A,5,0,Yy_iGXxLpL6tYDQoE-6XVg
JPfi__QJAaRzmfh5aOyFEw,0,1/31/2017,0,mqhCY5oLA1LXP6gZ3JQDTQ,3,0,Yy_iGXxLpL6tYDQoE-6XVg
SmizR7MLt-558FJJQRBBoQ,1,6/1/2011,1,2Hk7DNwu3rb2jKHaFfPyCA,4,1,YHWsLBS8jzZiPjKHMFOaAA
iKMLsX1Je7P3wAOEc9scDg,0,11/7/2011,0,D2TcNaPqXxDGQ6T0n-vHXw,4,4,YHWsLBS8jzZiPjKHMFOaAA
qhJ4GDULYbdb_sctDgbZgw,0,8/20/2011,0,Vtd6Tqm7YMfRTBFLtZIoOQ,2,0,YHWsLBS8jzZiPjKHMFOaAA
gl1zQmiA8MUHmLL2wsCdVA,1,1/10/2011,0,ZOBEhxOeMnncqIJFkGumRA,3,2,YHWsLBS8jzZiPjKHMFOaAA
OR6iRk0vrMzE-1gLg-WYrw,4,11/22/2010,2,fWdhtaQld99jXB-N9yu1tg,2,9,YHWsLBS8jzZiPjKHMFOaAA
qAg8GkN9rforFWmGxBqVqA,2,7/11/2011,0,t98usw-bvob9JqMJPvvnsw,3,3,YHWsLBS8jzZiPjKHMFOaAA
VhQXJteVrG3L-wq8HlYFqw,1,1/13/2012,0,0RqkBJegJpH7thxPTL30NA,4,2,YHWsLBS8jzZiPjKHMFOaAA
CN5nuUQod0f8g3oh99qq0w,3,4/2/2011,0,TiicMquFOQFF7_-SNnyBww,4,5,YHWsLBS8jzZiPjKHMFOaAA
yTWSFoGjkK6pl7kJm8f0Dg,1,1/17/2011,0,OV_95Q6-zyRAn2hGDAXX3A,2,8,YHWsLBS8jzZiPjKHMFOaAA
HOGdBz2w9VZbw2yyM-WA3g,9,7/18/2011,1,ujMcxx-EzqTHht2ZtsiQ1w,5,16,YHWsLBS8jzZiPjKHMFOaAA
d_Go5TsiFMIRtCE6XS8Sjw,0,5/2/2012,1,Wcquaa9O-kUULSFeV38hFQ,4,0,YHWsLBS8jzZiPjKHMFOaAA
wVc3g-YfyDvkOLDecpr4DA,0,3/16/2012,0,RCTkfcQKczfUhtV1Hz58jA,5,7,YHWsLBS8jzZiPjKHMFOaAA
qDguZjZSYPOzq-je_EqO3w,3,8/1/2011,0,BP6XZmb7ugvc1De9mvoQpA,4,8,YHWsLBS8jzZiPjKHMFOaAA
ioEdisf6TTCoUbfQDnUCjA,0,2/27/2011,1,jz8200YeNwsIqa2yImVO_g,1,1,YHWsLBS8jzZiPjKHMFOaAA
KuIxm6FVNmlvpssWJi9-bA,1,11/19/2010,2,UvJkZ8bvLj9iuerrawgoQg,1,5,YHWsLBS8jzZiPjKHMFOaAA
amsvLzfEvCzLwP0MnXAJ1w,2,11/18/2010,0,qn8taSTZERfaR6cPBEiOOA,4,1,YHWsLBS8jzZiPjKHMFOaAA
P6JCepLy6zlq-jEsrAqkKA,2,1/22/2011,1,ytMNnwPkSBxmixfOrC--1Q,3,3,YHWsLBS8jzZiPjKHMFOaAA
pgomg_u3H2RtEVUYUcngXQ,1,3/21/2012,2,lWZbF7GrYb8YFne_HN7m0w,3,2,YHWsLBS8jzZiPjKHMFOaAA
ncBPf_4toivivsi8b__cRw,3,5/2/2013,2,hiGKbKVj4hlF7GoNer4epA,3,8,YHWsLBS8jzZiPjKHMFOaAA
Uw-kIS3HTuAohfg0edQZ3Q,2,12/8/2010,0,ZXfIARFQ5sKpO0IEdc9qlw,3,2,YHWsLBS8jzZiPjKHMFOaAA
TFftsYkRIUtdo6ZhRwJ2lQ,1,10/25/2011,1,070Mmij4jDIqLV-Cy5w7bw,4,2,YHWsLBS8jzZiPjKHMFOaAA
tEfmHuo_dNanyTaC5PyoOQ,0,4/25/2013,0,MhkLj0c7EjcasKObXbr35A,3,2,YHWsLBS8jzZiPjKHMFOaAA
lJOGYkb8_n77ixVh_3zaug,0,12/2/2011,0,ssYFA8RHnSTnulzUgjotcA,3,0,YHWsLBS8jzZiPjKHMFOaAA
uF86ZhygpBEGr3CudNemYA,1,3/17/2011,3,YCilP6BtVj-3Pjq3uTXVwA,1,15,YHWsLBS8jzZiPjKHMFOaAA
iVCx91Wrn-CjpxJAyLHPxg,2,1/3/2011,0,4T3tLnPK6MntQAPVItIEFg,2,2,YHWsLBS8jzZiPjKHMFOaAA
sscP36MO34i5ep4QO8c7KA,1,1/28/2012,0,dp6rinVjRXYaAABTU6BYsA,3,1,YHWsLBS8jzZiPjKHMFOaAA
#NAME?,2,8/5/2011,0,8Jw4NUzEWzHnNu4-Z2QRiA,5,3,YHWsLBS8jzZiPjKHMFOaAA
AercPW1B2YVNK3UsiPDkTg,0,7/27/2012,0,R3vvcOvLY2q0FhAlzLQqhg,5,0,YHWsLBS8jzZiPjKHMFOaAA
43PeF0ERpSIiEbXM6f9N2g,1,6/26/2011,1,o3cfKu_O1n8CiJpFdjVvsA,3,2,YHWsLBS8jzZiPjKHMFOaAA
IebS6p5BNr8Qc3k7e9AmRQ,3,2/8/2012,1,vNSWdL5NLefDGdSCMrmTTw,3,11,YHWsLBS8jzZiPjKHMFOaAA
BmgfYQ3tpRKnT9H9WvjL_g,2,2/23/2011,1,BqMTHIJ_S5aT3Mt1fWT_pg,3,7,YHWsLBS8jzZiPjKHMFOaAA
4LXZzgsrM1ZyS_-uB9Od2Q,2,12/1/2010,0,8xhfrLJ9SGpX2NU6FTiTHA,4,1,YHWsLBS8jzZiPjKHMFOaAA
8MWiywu09bhLWIpzVaD4gw,0,11/26/2010,0,6kDLjGNr7SzoUTwhwTazBA,3,0,YHWsLBS8jzZiPjKHMFOaAA
nWD8OWd_DAXGubGpFenmiw,1,8/28/2011,0,#NAME?,1,3,YHWsLBS8jzZiPjKHMFOaAA
BO-E8cdAJI9-T439MhZcmA,1,4/27/2011,0,2_kKYvQF9dgUXsaqQGsu7A,3,1,YHWsLBS8jzZiPjKHMFOaAA
zz3CqZhNx2rQ_Yp6zHze-A,1,3/12/2011,1,zNu5ytMhNJ9N70AF04X9rg,5,3,YHWsLBS8jzZiPjKHMFOaAA
9EWqMUCkQNfRUELiIEA8Iw,0,2/4/2012,0,IVmVCpIak0BERdLiBKhl1w,5,0,YHWsLBS8jzZiPjKHMFOaAA
gIQZsUBJhtyLquNd2Wss1w,3,4/20/2011,2,nauqE-2FDrcfjGinmGA9Xg,4,2,YHWsLBS8jzZiPjKHMFOaAA
bEVWHtBRYVwqaaNF4mWNYg,1,10/3/2011,0,fPy3Kzbv0xXE78bhvh3gNQ,4,2,YHWsLBS8jzZiPjKHMFOaAA
rROS_gXxt9UbD7peptH3vA,0,5/1/2011,1,En1MNI1OIEBxvAAmmWjQMg,4,0,YHWsLBS8jzZiPjKHMFOaAA
bDut3KRQJ0qLElfaJNQFgg,0,7/7/2012,1,PyGsrZ-TA0-cN53skFNTxw,2,1,YHWsLBS8jzZiPjKHMFOaAA
zZAAiNGU2ySMvAlYbvvchg,5,2/19/2011,3,VmfzZsWP9-fDlqWO4LgUFw,4,5,YHWsLBS8jzZiPjKHMFOaAA
vnIdWzIB2W4j9cDcd6tHAQ,2,3/9/2011,3,XC9yT_qCACdgsyLhWOjR6A,2,7,YHWsLBS8jzZiPjKHMFOaAA
SeRG0f7jIS2Jq-CTZKqGoA,1,5/4/2011,0,vl_fNpZEXn30gWc8Aj2CJA,3,5,YHWsLBS8jzZiPjKHMFOaAA
Lmqj8Me1EiYljYj0N1W7JA,0,7/1/2011,2,fDOAUUMS9KY4NBPI_XArjQ,3,3,YHWsLBS8jzZiPjKHMFOaAA
y-sRypoTK2L6EuozhEMQzA,1,12/29/2010,0,cRJcKF3fQCUDjX69daVTzA,2,2,YHWsLBS8jzZiPjKHMFOaAA
vOUIiRfyA9jtra7Hez6mpg,0,1/13/2012,0,Mk_ZW9-ol4mFr9HMvjQmiQ,3,0,YHWsLBS8jzZiPjKHMFOaAA
HX0QhTVWztcawNof0KUhgQ,3,4/17/2011,1,kUgUo3SfZDj_XwAECQtkjQ,3,5,YHWsLBS8jzZiPjKHMFOaAA
ILlebFUb89ZozizpVGeHdQ,1,3/10/2012,1,yH17eZfSnECroW_OLBaJAg,4,1,YHWsLBS8jzZiPjKHMFOaAA
o19vbA9-BuvHXrE4nYJ60A,1,6/21/2011,0,snwY-gb9yLeL4RSOS4QBRQ,3,1,YHWsLBS8jzZiPjKHMFOaAA
N8bCOvrGH69jD3-CRc6Fpw,0,2/13/2011,1,IODJhNP9ENOBbu3HRDpOCw,3,1,YHWsLBS8jzZiPjKHMFOaAA
m7PPpShEdfhtV-7NnPN1Nw,2,12/18/2010,1,iXp5A9Zl02oomdjHyIgVjA,3,3,YHWsLBS8jzZiPjKHMFOaAA
UDk7qUVIetK3Y3NuARguqg,2,1/12/2011,1,BLOMVxTereHbU8Y5kG1Cng,5,8,YHWsLBS8jzZiPjKHMFOaAA
5aBEf-LO_mic_CMqLLbDaA,1,10/14/2011,1,vAq2xRLiQEwGdaoprAPvfg,4,1,YHWsLBS8jzZiPjKHMFOaAA
_DuPG5sSEwZcgfjdndQc4A,2,11/10/2011,1,3kYgvvUUMP6nR49sTWrmCw,2,5,YHWsLBS8jzZiPjKHMFOaAA
Egn5h9fStvVKcFH7kaLQig,1,4/27/2013,1,We853schI2SMtGPJHYHYtA,3,2,YHWsLBS8jzZiPjKHMFOaAA
RADloW1UROUn4FJFU4JJNg,1,10/29/2011,0,-4BMAgivIQ7hj3ca_Wnapw,4,2,YHWsLBS8jzZiPjKHMFOaAA
VeVjZ8aR_zFEM9jKJuvraw,1,2/26/2011,2,tcrc-4tMo9Zz5zLfqKhJdw,4,4,YHWsLBS8jzZiPjKHMFOaAA
cgoHLKJLsAK1ww0_ezNFnw,1,11/17/2010,1,wM7aW-BMmuK5sGOWuKO1_w,5,2,YHWsLBS8jzZiPjKHMFOaAA
VSgrQWkpv15FJuqmNE3srg,1,11/18/2011,2,#NAME?,3,2,YHWsLBS8jzZiPjKHMFOaAA
6frPvwX14wDH8jju64ewRg,0,2/29/2012,0,NksQNx6WYTR2x2vfo2BYTw,3,1,YHWsLBS8jzZiPjKHMFOaAA
dc2jT85aZGNguurhIwJDbA,2,11/20/2010,1,U893kSY5zzJEnSiwHarvZg,3,6,YHWsLBS8jzZiPjKHMFOaAA
