234,633308
235,998943
236,713439
237,526063
238,490652
239,353076
240,325928
241,797855
242,836236
243,626642
244,402795
245,924702
246,834599
247,886768
248,218787
249,138337
250,578747
251,101004
252,898395
253,247871
254,270798
255,310918
256,196166
257,281157
258,329799
259,177893
260,603325
261,886721
262,902588
263,266340
264,839486
265,627406
266,166554
267,373497
268,570290
269,537430
270,440203
271,602736
272,378326
273,392414
274,704357
275,867147
276,106437
277,218659
278,132565
279,269918
280,392717
281,984498
282,447895
283,906822
284,268408
285,804034
286,826276
287,848971
288,485785
289,254640
290,207898
291,164316
292,685108
293,340085
294,485858
295,372526
296,432965
297,485002
298,187996
299,169154
300,890432
301,189832
302,387492
303,389033
304,693750
305,872620
306,490617
307,807149
308,831381
309,573549
310,512586
311,579935
312,571875
313,991976
314,708540
315,662152
316,805069
317,158944
318,446961
319,454360
320,699984
321,597207
322,259220
323,847916
324,221263
325,161782
326,115302
327,181063
328,343855
329,798807
330,383862
331,486971
332,541867
333,295019
334,767366
335,859966
336,304672
337,246981
338,113174
339,757882
340,165969
341,396136
342,596828
343,319840
344,148583
345,314371
346,556485
347,140199
348,676295
349,584011
350,963999
351,898843
352,445753
353,248181
354,849013
355,921497
356,422375
357,878012
358,819138
359,683796
360,235155
361,213615
362,752170
363,115937
364,986872
365,946875
366,371545
367,571088
368,304378
369,707298
370,554562
371,393652
372,257384
373,481066
374,563563
375,689721
376,277071
377,708716
378,765506
379,550405
380,365291
381,149114
382,853289
383,155330
384,444529
385,543269
386,878080
387,755952
388,684285
389,756156
390,517273
391,473609
392,163643
393,745601
394,536254
395,396071
396,358001
397,211311
398,944648
399,685239
400,847815
401,316368
402,191693
403,664603
404,304809
405,716777
406,811432
407,819599
408,645422
409,377161
410,297665
411,933027
412,285705
413,849575
414,811759
415,684637
416,985188
417,850726
418,282775
419,723155
420,525982
421,636819
422,186166
423,432219
424,470548
425,895001
426,981893
427,116816
428,979977
429,500382
430,725198
431,519280
432,812997
433,511048
434,103704
435,499423
436,667083
437,823922
438,212511
439,629777
440,507780
441,705597
442,512613
443,380909
444,151066
445,333195
446,800008
447,739717
448,270916
449,185048
450,798907
451,392684
452,376375
453,354833
454,867998
455,275345
456,380694
457,601106
458,676970
459,145821
460,713712
461,937789
462,821838
463,806632
464,255491
465,301462
466,282830
467,654285
468,733721
469,354992
470,674320
471,515633
472,438081
473,880794
474,572158
475,457982
476,933844
477,217196
478,563970
479,862760
480,942596
481,238808
482,991781
483,554166
484,970108
485,203054
486,136456
487,873797
488,391805
489,239312
490,195394
491,135265
492,481940
493,698698
494,802255
495,234144
496,175181
497,763189
498,138920
499,922958
500,760583
501,482635
502,168430
503,378128
504,693867
505,993642
506,751336
507,971822
508,365509
509,475731
510,959846
511,156258
512,108663
513,761315
514,736186
515,389835
516,535669
517,116226
518,458676
519,818278
520,140190
521,971187
522,654055
523,593576
524,857473
525,845277
526,623754
527,877213
528,877924
529,245771
530,506715
531,497424
532,178217
533,682227
534,716315
535,375012
536,735214
537,909108
538,190552
539,174282
540,819387
541,154306
542,435584
543,299062
544,580461
545,288557
546,777520
547,727587
548,546000
549,149370
550,873024
551,348043
552,724860
553,300879
554,687798
555,716898
556,731125
557,298198
558,203974
559,469181
560,909337
561,723919
562,107014
563,937169
564,126747
565,945506
566,277621
567,304665
568,774580
569,591801
570,583015
571,768930
572,601985
573,415812
574,875433
575,254671
576,124204
577,652072
578,549997
579,636146
580,752161
581,974154
582,905862
583,961000
584,754382
585,617166
586,980087
587,406050
588,919509
589,791597
590,138106
591,853582
592,219500
593,695102
594,565844
595,318577
596,179368
597,451091
598,502031
599,845244
600,826261
601,403372
602,788065
603,990951
604,777112
605,605118
606,346185
607,365085
608,441212
609,515329
610,193170
611,961312
612,534162
613,296999
614,627757
615,795408
616,984636
617,559064
618,315093
619,133692
620,337630
621,709634
622,639841
623,519839
624,615907
625,663306
626,126499
627,173885
628,287105
629,879711
630,611325
631,904130
632,388934
633,126647
634,895990
635,772441
636,159842
637,598673
638,926986
639,645607
640,282994
641,995462
642,797141
643,902554
644,246845
645,903241
646,672805
647,679507
648,154716
649,816154
650,373128
651,175389
652,696293
653,187219
654,627634
655,679564
656,412253
657,380229
658,478310
659,589720
660,816996
661,791705
662,987256
663,997007
664,795794
665,136144
666,145732
667,569389
668,219955
669,741553
670,783574
671,839876
672,147505
673,455333
674,581234
675,602517
676,915143
677,930809
678,238902
679,187879
680,333621
681,627690
682,737124
683,577647
684,195705
685,120071
686,144056
687,661907
688,472945
689,981896
690,325129
691,932372
692,651648
693,751156
694,963194
695,556830
696,952534
697,141763
698,419251
699,891194
700,572006
701,839363
702,417534
703,828553
704,564679
705,309668
706,893331
707,443301
708,486712
709,594847
710,285432
711,690729
712,407024
713,868277
714,990458
715,843637
716,718011
717,300158
718,187181
719,776244
720,948394
721,826354
722,765343
723,480148
724,738706
725,411827
726,386784
727,914695
728,517916
729,756282
730,173610
731,552563
732,789182
733,853481
734,856788
735,411074
736,904256
737,103846
738,948834
739,141348
740,473490
741,488974
742,259200
743,405635
744,829211
745,404461
746,437258
747,705714
748,202730
749,911431
750,222392
751,640365
752,609107
753,566096
754,927546
755,182524
756,218354
757,452256
758,246323
759,258105
760,663591
761,622611
762,528826
763,259089
764,275911
765,754023
766,434772
767,756842
768,699798
769,707338
770,532547
771,668158
772,365193
773,233707
774,894792
775,819436
776,474159
777,626297
778,879166
779,833200
780,770004
781,750496
782,307906
783,471275
784,664936
785,104342
786,628051
787,309508
788,984150
789,430553
790,631132
791,108121
792,303737
793,153370
794,296977
795,186412
796,658418
797,731612
798,177562
799,277427
800,186754
801,853389
802,694395
803,613890
804,404498
805,837524
806,359184
807,862591
808,593701
809,499674
810,480811
811,954649
812,855051
813,946452
814,670587
815,675611
816,776255
817,311655
818,455396
819,130234
820,567847
821,631315
822,338246
823,627274
824,897298
825,780186
826,151683
827,458930
828,457676
829,982604
830,705221
831,990281
832,458281
833,489393
834,394432
835,922933
836,650281
837,854067
838,629739
839,425527
840,902305
841,192766
842,102532
843,428930
844,735632
845,813367
846,890613
847,236844
848,251209
849,182060
850,174484
851,577873
852,566586
853,762865
854,427577
855,301911
856,335132
857,159699
858,745802
859,466838
860,707346
861,632074
862,436450
863,317739
864,523423
865,520957
866,260028
867,125217
868,743892
869,890173
870,199471
871,189199
872,525460
873,924006
874,211478
875,716482
876,746791
877,352550
878,684645
879,995723
880,441145
881,614262
882,263582
883,387706
884,360636
885,227175
886,570331
887,590151
888,396954
889,656881
890,671151
891,875120
892,109522
893,699391
894,340339
895,473730
896,416507
897,978280
898,503117
899,804652
900,562222
901,309723
902,563481
903,840691
904,665545
905,230957
906,152390
907,294021
908,339926
909,715473
910,563871
911,792239
912,204539
913,931569
914,945886
915,489397
916,827421
917,326554
918,858348
919,362195
920,573013
921,949479
922,670937
923,884440
924,130531
925,817880
926,168099
927,320274
928,599978
929,596879
930,790339
931,258576
932,894110
933,887686
934,921916
935,521256
936,695386
937,792838
938,356161
939,455259
940,854015
941,591112
942,609188
943,771111
944,967278
945,387366
946,119744
947,215523
948,800945
949,705680
950,109808
951,364021
952,280148
953,910093
954,777840
955,416243
956,827180
957,938733
958,423066
959,158928
960,774553
961,539967
962,919605
963,160859
964,635363
965,539857
966,261012
967,887363
968,835566
969,165641
970,153401
971,370901
972,850205
973,566758
974,884944
975,612304
976,932640
977,315455
978,151919
979,659334
980,356804
981,190816
982,959253
983,778631
984,151482
985,394543
986,324898
987,589324
988,530775
989,620133
990,887494
991,112799
992,517366
993,314463
994,342631
995,896414
996,645891
997,938921
998,324205
999,185804
1000,967189
